id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
1022,4.54607947463e-08,2.47828575683e-11,7.58361146371e-08,2.5917183757e-07,2.02089727365e-11,1.41899722512e-10,2.48832960216e-09,3.57094870518e-11,7.58599051713e-12,5.60138721246e-12,5.40355658292e-11,1.77960945546e-11,1.12031886364e-11,2.00404114843e-14,5.37505893981e-14,1.99127772746e-10,1.27703173644e-11,6.75202419114e-11,6.80549683917e-10,2.47946741197e-09,6.93497270163e-11,2.86656527661e-12,2.42372545672e-13,1.35819775185e-11,3.90960013281e-09,1.84010829808e-12,2.50367184784e-12,4.28006580197e-07,1.23712242624e-11,9.33465472121e-08,2.94144729171e-07,9.13090928111e-13,8.95177483257e-09,6.1646749857e-12,1.83799452866e-07,3.62116682223e-11,3.23062746026e-11,1.77152616112e-08,5.59087702027e-10,1.83557752914e-10,1.04282195707e-06,5.1045804692e-13,8.88127320399e-07,4.77733441171e-09,1.19345960505e-09,1.66188315808e-10,1.12267861619e-16,8.33676289478e-09,4.53180756328e-12,8.50011893555e-11,3.51799304829e-10,1.20177536997e-09,2.09340787764e-13,8.93126537366e-14,3.88671375355e-09,2.85769676377e-06,1.13373197117e-11,9.01713284155e-10,9.16854405726e-07,7.54684569982e-09,9.59585211131e-11,3.82978021873e-05,1.78886246345e-12,2.75557451127e-10,6.41628486831e-11,3.88983116518e-12,3.49518243796e-11,1.1482675481e-08,2.51819130504e-06,0.000251763178915,1.0330781568e-08,2.44618899056e-09,1.72415323346e-09,1.16003079975e-08,6.51635218845e-15,3.38613514653e-12,8.6233651828e-07,1.07299974064e-12,4.10653451429e-13,1.08775707844e-11,3.19779204961e-12,5.10718575044e-07,5.75526076194e-07,2.05875045275e-13,3.15544011456e-08,4.91835301725e-09,4.25742184934e-09,2.48216894912e-08,1.26928689504e-13,3.96740077661e-08,0.999698124855,7.5149026802e-13,1.46286425614e-11,1.9760851702e-12,1.72534443135e-10,7.3495307596e-11,5.21514641462e-08,3.40279577392e-13,1.95743157418e-10
1026,6.73674315562e-18,5.39230685347e-15,5.24564520292e-18,8.94670252165e-18,9.54494295322e-12,1.18987504584e-14,4.81545178639e-23,2.81090571537e-14,1.75114714801e-17,9.08165269726e-12,4.78378913307e-07,4.19625196852e-16,6.18789596206e-17,7.66239222137e-12,1.21721299513e-14,1.69592940818e-13,4.1409245238e-10,5.71638241846e-21,1.58871709207e-13,3.56765612121e-20,1.54852931328e-11,1.9967994007e-11,9.387128648e-09,2.15874131252e-12,2.93814107254e-19,8.98179405364e-17,3.85000339143e-12,1.03049263517e-13,3.17310680993e-13,3.87239502479e-10,1.18206150922e-20,2.06824974441e-08,4.0727865164e-10,5.87253749526e-10,1.60926565973e-17,8.36831702782e-09,9.75824545144e-21,4.86020997345e-26,1.46222563694e-17,5.97758010039e-19,8.83163464738e-25,9.12766627415e-18,2.64982556586e-15,1.20231881747e-22,3.03744776533e-09,3.8948481156e-20,2.28080062769e-06,1.00343131529e-24,2.30244198246e-18,8.37441279355e-15,4.82734644821e-16,1.38816816371e-10,1.04634931474e-12,2.20830961232e-07,6.57338491573e-07,1.92952201921e-05,2.14917379528e-06,2.80994191282e-22,8.62203407239e-23,1.89427014668e-20,7.29643104206e-18,1.86122457711e-15,1.57893489621e-15,8.0122893104e-17,0.999972807987,2.43589038388e-10,5.90898292218e-10,1.84143137853e-21,1.75688841084e-16,2.0565864946e-17,3.58573737958e-13,7.54340358828e-20,5.66955841736e-12,7.58108806282e-19,6.54717526309e-07,8.05245648825e-09,1.74017626154e-23,8.99580318768e-18,2.748362516e-09,1.44968535494e-15,2.99682753502e-09,1.86352842797e-16,8.53505267323e-24,4.45207084023e-10,5.08887234291e-14,6.40265793511e-23,5.79134084963e-20,3.70268109891e-24,1.2917888549e-06,1.81605169223e-24,3.25139813321e-14,4.60452497598e-15,1.43296672316e-13,1.05163269052e-07,1.96778375773e-19,8.8120936959e-21,4.03620229539e-16,3.64988298167e-11,9.31117451452e-13
1028,8.05022853011e-12,5.04616097757e-14,1.34675377996e-10,2.76394365935e-11,2.87996358454e-14,3.76572122012e-12,1.2121229553e-06,1.33228313248e-14,8.44151520208e-11,1.17518358819e-14,3.41252393185e-17,8.95681035006e-15,6.25978051045e-13,3.04502052554e-15,1.39914556854e-12,5.85509817019e-13,3.98834982808e-14,1.98191277647e-10,1.40856590854e-14,4.80891773214e-09,3.06144080761e-13,1.06213194909e-17,1.83282500378e-14,3.0625484748e-15,1.6346540998e-12,1.81393896323e-14,2.93933305039e-11,1.3441766005e-10,1.22849024412e-17,4.39499884285e-15,3.27541344968e-15,2.02767547888e-13,2.1396496041e-13,3.31974253102e-15,4.13437097096e-12,1.31519311216e-15,1.20943389005e-06,1.78883717784e-09,4.52685620132e-09,9.54536232405e-13,2.7797562942e-07,7.69758230406e-11,2.93390507886e-11,1.96932748287e-08,1.21276099775e-14,1.73774745188e-07,1.35663455878e-17,3.33299349527e-07,5.93291637769e-13,1.31065857286e-15,2.24706214448e-08,9.8846065301e-13,8.5798893393e-14,8.14886885563e-16,5.02730376335e-15,3.49215036571e-11,8.22008746029e-17,1.0964678255e-09,1.79892337349e-06,7.47746925243e-06,1.99271225656e-11,2.75166182197e-12,5.83740714481e-16,1.1075421325e-05,1.48426443536e-17,1.02756858856e-13,4.7855287838e-16,4.26381892897e-07,5.47093357503e-12,1.89769675118e-07,1.97242660522e-12,7.10909085227e-09,2.84534176303e-10,4.05728625484e-13,5.14726956994e-18,1.10764786675e-15,6.46916796648e-08,3.05565808846e-13,2.28117164629e-10,1.28467001266e-10,6.5884112414e-13,2.96457595669e-11,0.999975616983,7.4544961163e-14,4.0832692387e-08,3.13439101248e-09,3.68363838778e-12,1.37681825086e-08,3.63546379456e-17,3.87206224837e-09,6.48895689991e-09,7.59494001691e-15,3.23336344862e-14,2.00531413397e-16,1.22647433075e-08,3.16610942267e-10,1.0177198749e-10,4.45559712655e-15,9.12975583994e-17
1029,3.8448640234e-08,1.97246692756e-07,9.9188268256e-11,2.51415692265e-10,1.55262029397e-06,1.38213211995e-10,6.05626441448e-07,1.39769616882e-06,4.49500765453e-05,3.7721095116e-07,4.35996151802e-09,0.999512669146,2.55234881919e-06,5.64827237781e-06,1.42829051558e-05,2.46728173517e-08,7.10767200985e-07,1.04612738264e-05,1.30136058706e-06,4.44272349385e-09,3.48359769725e-08,8.61212855458e-12,4.02941013226e-08,1.16254717897e-08,6.51573254748e-09,2.59490182138e-10,9.83107168562e-11,6.478857395e-10,1.1390475013e-10,8.64325602859e-10,2.16670917643e-08,8.2323533331e-13,9.33875087626e-11,5.7661254083e-08,1.80771484987e-12,5.46824473292e-06,1.09441705378e-11,7.15016341759e-09,4.95667909623e-12,1.34796798324e-10,2.60063685053e-10,1.25462372578e-10,1.61530544763e-11,2.54288948701e-10,1.60382881626e-07,1.57328424679e-10,1.7258318275e-08,1.31459894269e-09,1.13759034919e-06,3.62806983691e-06,7.85511101142e-12,1.37880268857e-12,1.25866147545e-07,1.23482224924e-07,1.77886381015e-08,4.21453543862e-10,3.4235672536e-09,1.33656800894e-08,2.26636305068e-09,1.4165550882e-10,3.21852504831e-08,3.14370549015e-11,8.44684891142e-07,1.30820374806e-09,2.41187380903e-08,3.95976744658e-09,2.64711462236e-09,2.31773890969e-10,1.18763599276e-11,1.0433234096e-09,2.09611678469e-09,7.59603326777e-08,8.3211011383e-13,3.73486174941e-07,7.80693755071e-08,2.06086007635e-08,1.55787757423e-09,5.64340059276e-09,2.95160697301e-09,8.14622498479e-08,4.74683127328e-06,1.38885019178e-09,3.58614488681e-10,4.32943520876e-09,2.24057528787e-11,5.36480836691e-09,6.55087868636e-07,1.58648806396e-11,1.68918641344e-09,6.72557388509e-06,8.46934333537e-10,0.00010258442398,5.02689196537e-06,0.000139163714963,1.59891916341e-08,0.000131835903899,9.77280582244e-11,5.04554563954e-10,1.75137561688e-08
1033,1.10825838936e-08,1.97120645601e-07,8.28044489311e-07,1.62746185757e-05,5.20716735148e-08,1.26108061613e-08,1.05060466739e-05,8.8721905253e-07,8.58646069954e-08,1.51497051767e-08,2.82491239275e-07,4.84982755234e-07,1.39085838485e-06,2.57762585722e-07,2.4528597776e-09,1.11737297937e-06,1.75467925974e-10,9.38855822183e-07,9.69098298002e-08,3.22811937161e-07,2.32416580799e-06,1.20370675224e-08,1.67564159299e-06,1.51445358636e-06,3.44591574259e-07,1.36622447217e-07,7.39722043014e-10,1.55605932635e-08,4.21012972691e-06,1.40470274086e-05,2.62666953092e-06,8.87650997064e-07,1.2525632816e-05,9.16462193917e-05,3.84713537752e-07,1.90503282615e-08,6.38626388939e-07,6.14597979519e-07,3.56881878482e-07,4.67216758497e-09,3.54784754107e-08,3.79689630454e-09,1.29143597136e-08,6.27504719474e-08,5.554675782e-08,1.74046259937e-05,2.48914240454e-06,2.12930263134e-07,9.83987427958e-07,8.19848518208e-09,1.04474305001e-07,3.73618246061e-07,2.03192910411e-05,7.35334476428e-06,1.82229687188e-06,3.42927287652e-06,1.23972080883e-09,4.89878208724e-08,2.40135924991e-07,6.19766755196e-08,6.46882896148e-05,1.04375216036e-07,7.06280170096e-07,5.79863054629e-10,1.04098278706e-07,2.60358261753e-05,3.0850029293e-08,9.42023424779e-07,2.58226546585e-07,4.27594273511e-07,3.13974165775e-06,2.28685873022e-08,6.12643937807e-09,1.19969020466e-07,4.35702680183e-09,4.94754795556e-09,1.03663955855e-08,1.59827759663e-09,1.36026728015e-09,0.999651206461,3.38060592063e-06,1.07846634769e-05,2.70881743542e-07,5.18327480648e-09,1.18620579577e-07,9.46964721176e-07,7.52820253101e-07,4.3009995768e-07,2.9620090233e-09,1.42547253391e-08,1.02056260666e-06,2.09077742362e-07,1.71708833278e-06,8.00283814026e-07,8.73002444221e-08,2.42820963387e-09,9.87102728718e-07,8.96604725798e-10,7.87806654008e-06
1035,5.80949894096e-15,6.78534419375e-12,5.24742519685e-17,1.60370919881e-16,1.63064686721e-11,2.82940600576e-08,8.328654001e-22,1.9656246179e-15,7.34684946931e-17,1.27107787851e-10,1.37960791612e-07,3.1398708155e-16,5.41163716145e-13,5.92817022109e-12,2.74255106542e-10,3.54998378821e-13,9.37995005684e-08,5.38625333395e-20,1.71065626947e-11,3.53521027366e-17,6.2493926596e-14,5.95576349433e-07,2.64615297706e-09,1.15980495977e-14,5.90443474611e-15,5.76564093891e-12,6.18215379149e-06,3.69827972769e-13,1.34527939474e-11,1.25564557786e-12,1.56490074908e-18,3.01222389304e-11,8.19236113907e-13,9.08168413122e-11,1.29957476228e-14,1.02037324715e-08,4.74963886811e-15,1.08828546966e-21,1.05750540386e-14,5.16332274713e-18,9.82320580405e-19,1.46755727356e-11,3.02605359976e-12,8.06550416093e-17,2.05475170689e-10,1.4943961488e-17,4.33986771265e-05,7.8716252838e-21,1.55341619048e-14,1.34842967919e-10,5.91796588744e-14,2.52887176738e-06,7.54007971234e-17,8.78072196318e-07,3.00691349982e-09,5.80305127141e-08,0.999884982788,3.58047174416e-18,2.28648611994e-21,1.03225735807e-15,1.28521610918e-16,5.93823710689e-12,1.34087126206e-13,6.54525717091e-12,3.93314424717e-06,5.77800037734e-12,5.55897877828e-09,1.33167206631e-18,5.01750590404e-12,2.98130040928e-13,1.55931796801e-12,1.26476304142e-12,1.65720459688e-08,1.23105848736e-16,5.46695991285e-06,7.55487951646e-07,6.18427799992e-18,3.66029335755e-08,7.53924241362e-07,1.97235532698e-18,1.5220187498e-09,2.97522952897e-20,3.23660423053e-19,1.08904961875e-07,8.46092633004e-14,2.59935405757e-18,5.50219642266e-15,4.90343387953e-16,4.95672258807e-05,3.63905098489e-20,4.30493227238e-17,1.81810519942e-12,1.1344578142e-14,2.63797312296e-11,8.0634345031e-17,8.96090634938e-17,1.0673130918e-16,4.53011959292e-07,2.65323614887e-13
1038,1.92692719337e-06,7.79028845559e-10,0.000262956165357,0.00588184548011,1.03865443809e-11,3.25430956721e-07,3.79766456258e-06,2.75081284162e-11,2.6313058696e-10,1.25769150747e-11,1.26699745223e-13,3.91192552083e-12,5.48460966207e-09,2.43005889578e-14,1.85354484835e-11,4.75917257141e-09,1.79179579252e-11,1.8457342161e-08,2.04688510041e-10,3.21402673718e-06,5.12127531993e-09,4.08687405378e-11,2.8769605368e-13,8.93422453367e-12,9.91706526708e-08,5.92620299738e-12,9.21728577253e-10,5.90147932412e-07,9.84963045159e-12,9.30704585695e-13,7.89766940209e-09,8.13178776983e-11,5.23381192163e-10,4.85602384387e-14,9.46503889944e-10,4.32535482123e-12,4.56282069796e-07,1.00823757872e-05,9.9941152858e-08,8.1664573061e-06,2.13033037565e-06,3.4488872493e-05,2.48749112531e-07,1.84472894622e-05,7.01018175532e-12,2.33642559433e-06,1.54276368929e-13,1.30166205932e-07,2.11403923056e-10,4.0642530647e-13,0.000255769038549,1.36612690531e-09,1.48323855987e-11,3.06893750932e-12,5.92413931029e-10,1.73751992595e-09,2.69672569528e-10,6.58762224808e-07,6.20247595724e-05,0.000155944482929,2.92774963929e-08,1.80022094934e-10,7.9558571146e-13,2.7616438577e-06,2.59085343034e-14,1.73647578966e-09,2.41689421306e-12,1.97205598931e-09,3.12722393438e-07,2.18549170951e-07,1.45403529272e-12,1.88420210659e-09,8.3988009316e-11,1.14153072462e-10,3.0231908235e-15,2.45700145767e-10,0.992796011335,1.06097465701e-10,2.65932142601e-11,3.18083470512e-10,1.26714754556e-12,8.18711104429e-09,6.41622084284e-06,2.66948587133e-11,4.24330379933e-07,5.00554501887e-06,7.66050250287e-08,0.000406198930189,3.52325466447e-14,2.9620849746e-06,1.07941592753e-07,1.84656527215e-10,2.89033962202e-12,6.02631099937e-15,7.36308354865e-05,2.99655033763e-08,8.87209528274e-09,7.4127930369e-10,5.74154452616e-10
1043,1.55254888186e-05,4.55991688158e-09,2.03921588404e-10,5.50347922826e-11,1.80239852933e-07,1.34568543265e-10,3.66188234919e-11,5.42366576053e-08,4.72650805176e-08,3.78394525656e-09,4.3820991403e-05,5.93179423087e-06,5.04527322667e-10,7.43833485069e-10,7.4939877277e-09,1.10267528867e-11,3.93420031071e-05,1.20522263628e-11,5.38920621888e-06,5.24728846766e-12,2.25976988109e-09,7.2527581962e-11,1.52497197038e-11,5.94919314197e-11,1.00645984898e-09,1.11569880507e-11,1.01834964968e-07,6.18008311538e-12,9.51669831076e-11,5.85406677837e-10,6.43271757738e-10,2.49982227282e-09,9.13569438359e-11,2.37519674788e-10,2.15714000622e-12,7.17288893451e-08,1.02654330937e-11,1.33599976237e-11,5.04573244296e-10,2.06667166228e-14,1.5596395947e-10,1.80883946155e-12,2.61973904931e-11,5.24391870346e-08,9.66261295292e-10,1.67778692433e-10,6.78333502905e-09,4.76628448476e-11,4.21961633067e-07,0.999878120356,7.50399773375e-13,6.24281340191e-12,5.84137483645e-12,6.51057687923e-09,1.64017712664e-10,3.61696317897e-10,4.2745519859e-09,1.01915369705e-11,1.18318930667e-09,6.01929492926e-11,1.24878562874e-10,8.6451994337e-09,8.42024977706e-11,9.16682503608e-10,3.43107230787e-10,2.28634630862e-11,2.15321638153e-12,6.10894950678e-11,8.42300074105e-09,2.8890347906e-07,3.12448283948e-09,1.25003906719e-06,5.82293610575e-12,1.91582759027e-06,5.27137061508e-09,1.82891270035e-09,5.18153936797e-09,7.79903400352e-11,1.48483878362e-10,5.23657158582e-11,9.30992710352e-10,1.04825019463e-12,7.75810346319e-11,2.57128170777e-10,2.17400528313e-09,6.44450706997e-09,4.67569946391e-08,1.65689039333e-11,1.98633220507e-09,3.50980557341e-06,8.87193893289e-09,1.13917180311e-08,3.25187665572e-06,3.4577876542e-07,1.58412283847e-07,5.94641900817e-08,8.21104425988e-11,1.32157853535e-10,5.24086573304e-10
1044,9.65003442793e-10,4.54494952145e-07,5.87176730904e-13,6.4283298665e-12,4.88104493788e-11,5.32759732718e-14,1.18380081322e-09,1.79626543759e-07,2.17449564196e-08,3.71047899232e-08,4.8711149657e-11,1.18192608482e-07,6.71307450893e-07,8.30035067894e-06,7.85581694619e-08,2.11458894467e-12,2.27295933661e-11,2.66298160914e-08,6.94994393122e-12,3.02811714433e-08,8.08392865499e-08,1.14737256248e-13,2.46420019415e-12,8.09220416062e-13,6.42241526079e-11,2.53280874786e-12,3.19535575501e-07,1.78068399056e-14,3.43467216466e-12,4.61712940878e-11,8.53837368119e-12,1.15059870508e-14,6.41123897316e-14,3.29185198945e-11,4.53396655315e-12,6.50575691645e-12,4.17931382932e-11,4.8925551845e-11,7.06142442197e-10,2.77425948011e-13,4.29693868001e-11,5.90794214802e-05,1.6847723698e-13,7.77634695192e-11,4.36203996311e-14,8.81326863344e-11,6.42719235835e-11,0.000243958957168,0.999681665514,2.89331853451e-08,6.43290531139e-09,3.5809361752e-14,2.31513848035e-09,2.00582664024e-06,1.19681571521e-09,3.88836610613e-12,2.35510110277e-12,4.43616621987e-12,6.84759956443e-11,1.7740742267e-11,2.85650899878e-11,2.60572457621e-12,3.77268186367e-12,1.32696221751e-10,1.24810853004e-12,1.05251004326e-11,4.42602524434e-14,7.33876903407e-12,5.21568737519e-13,2.91797709074e-14,4.30818577958e-12,1.06459639936e-11,1.04410009541e-14,8.62406258563e-12,5.69683307845e-10,4.40140925772e-11,1.09286251622e-11,3.44284747537e-13,2.79064593061e-11,9.64543952274e-08,5.95034456786e-09,1.83506520776e-13,9.38855587208e-11,1.26724198678e-10,4.16461377843e-12,8.91185492116e-08,4.12317121172e-10,1.57741454994e-09,4.40888149177e-12,1.65139628138e-09,2.99639948749e-12,2.0559275598e-07,2.01119731601e-11,1.66895475666e-10,3.33583785193e-09,5.37550075465e-07,5.07372040731e-11,1.20120038913e-11,1.98612263648e-06
1045,2.50462553023e-05,4.13882184069e-08,8.85635382056e-10,8.9632846125e-07,3.03212031073e-07,5.30456445326e-10,1.10445161634e-08,6.84832728786e-07,1.28933127375e-06,1.71718840198e-07,4.90509703267e-07,4.5114978827e-07,2.49474594961e-06,8.13482253272e-09,8.86824341239e-08,5.81064155325e-10,1.30126500183e-07,4.04878269015e-09,1.53017671819e-06,1.20666989778e-10,0.999889135708,7.2387878014e-10,1.11579389163e-08,3.00420345677e-06,1.1670068403e-07,2.78229899887e-09,4.90473201154e-08,1.49483669858e-11,4.09051110738e-09,2.09617113052e-08,1.89887300054e-08,1.01868377113e-09,1.86709034965e-10,3.96899002717e-09,9.33142811918e-13,1.47687849227e-06,9.78550355967e-12,1.28752338983e-08,1.90180831915e-10,7.2536939265e-09,1.54736235911e-09,3.7388028141e-09,1.753493822e-11,5.60902765943e-09,1.8595223073e-09,5.07314894983e-12,3.96125259157e-09,9.98899397691e-11,9.63042991184e-07,7.80932112187e-08,5.70752729937e-12,1.03962521599e-08,9.13141930025e-09,2.25023773556e-08,1.29008591525e-06,1.21822210047e-08,5.12770634668e-09,2.36673639306e-11,2.90032158103e-10,5.17644803455e-08,2.0485889476e-08,6.54751764105e-10,8.88734301583e-10,3.30464417631e-10,1.51218963662e-07,3.15033864547e-07,4.2993953905e-11,1.49081014218e-12,5.85348393292e-10,2.29958218706e-11,5.82762944009e-08,9.27844949521e-09,9.65864508635e-12,1.88233758739e-10,4.39380055903e-06,3.48399890409e-09,9.5775816453e-09,7.21738719384e-11,6.12053307393e-09,1.08858442568e-07,5.4770533209e-07,1.89472230542e-09,9.45047457382e-11,1.0252995827e-10,1.07188398359e-08,2.37534852969e-08,3.15371130076e-08,2.41149457337e-11,2.23929527221e-10,5.91727761546e-08,3.03797382082e-08,4.81537234072e-05,1.2134488952e-07,1.55010587122e-05,8.61872789334e-08,2.72233645165e-09,1.13489213669e-10,1.19800486923e-07,2.60460815777e-07
1047,1.54010650897e-18,1.3506810456e-15,1.79468655106e-27,1.48301094103e-22,9.26074743038e-14,6.4352106467e-15,1.47825135341e-29,4.4364802341e-18,1.33024121357e-17,1.59625505857e-10,1.81002700287e-11,1.64130800535e-18,6.70092326394e-17,2.97103703518e-11,2.23741552015e-11,3.00956557391e-18,1.15718282431e-07,5.80055677112e-23,1.58632964696e-15,2.17223290803e-26,9.5387015265e-12,1.51211570221e-12,1.39815988688e-14,1.06687284774e-16,4.60278066052e-23,1.41926683544e-16,9.87741630641e-12,2.27466689136e-21,8.74802615383e-17,1.38999391262e-16,3.13592357329e-27,9.98834003415e-15,5.75008079933e-18,9.48580113321e-11,3.55020539875e-23,2.43132717265e-11,1.76912336567e-23,3.57526843153e-28,3.06266681946e-20,9.97909594088e-19,5.50452590755e-30,1.17318253895e-15,2.17742953216e-22,5.40548368037e-27,4.83477531366e-16,1.09301552248e-24,1.36396671064e-05,3.52094376549e-28,4.94013424304e-15,6.17576337159e-13,5.9082019596e-22,1.51709100385e-07,4.71653127826e-19,2.48872991446e-08,3.45039038595e-11,1.08763575108e-14,8.33681104624e-06,2.16815844843e-27,2.70130448155e-29,3.61697772064e-20,1.60192620997e-19,9.03634203365e-20,5.08973725633e-17,6.53490782372e-20,7.13163673552e-07,3.64563455408e-15,1.22735497457e-12,3.36950103652e-30,1.52248353019e-21,6.0484302674e-21,2.75801099052e-19,1.93998018204e-20,1.92039731728e-15,8.0966118152e-29,0.99997689743,3.7957073364e-09,6.7887919889e-28,5.1070975469e-12,6.85150602056e-08,4.07169753175e-22,4.00798701207e-10,1.68204469132e-27,1.41426877723e-28,3.09351450361e-08,2.17974295673e-15,2.84053361468e-27,1.83110445698e-22,2.57411910602e-27,1.64695499944e-08,1.04955217367e-26,1.05839742921e-27,8.14890597746e-14,1.06467006615e-18,7.42237417645e-11,8.55337063517e-23,1.2722591283e-22,9.1045226122e-26,1.11615296524e-11,3.39248529703e-17
1050,2.09465929285e-15,8.11641858626e-12,2.18563797675e-11,9.43537535322e-12,2.78006756119e-11,5.30604583164e-09,8.87486760081e-10,2.67898801221e-11,2.99769798976e-11,1.13382171504e-12,3.14846156796e-15,4.34846867121e-12,1.09360480112e-13,1.67910805139e-11,9.50032496457e-14,0.999999894622,5.35591993701e-15,1.1691068539e-12,1.06576271031e-12,1.71479328511e-12,2.04295582014e-13,4.69268011903e-12,1.64931689053e-09,2.70958659063e-11,1.6170283682e-11,5.33572297763e-11,2.02529842659e-14,1.07662773772e-12,4.57305953986e-08,1.06611069165e-08,1.19084938228e-09,5.07500638434e-12,1.08795906799e-10,3.74994315022e-09,2.01691920255e-13,4.87015936259e-11,4.23453073196e-10,1.35499070682e-11,6.04245248722e-11,1.93806696032e-10,2.48384872666e-10,1.46714103072e-14,7.10063318015e-12,9.76112509777e-14,1.32925768041e-13,2.4450497641e-11,1.24694346799e-11,6.85121966013e-13,1.98319747591e-13,8.12980436451e-14,1.13540689753e-13,4.40239592348e-12,7.27691707813e-12,2.20242411902e-13,5.44146936451e-13,8.29911457224e-13,1.91345091939e-13,1.53538616766e-10,1.04743096533e-14,1.27283397966e-12,1.19300573777e-12,5.90149629264e-13,3.34714617018e-10,1.43202805941e-13,1.32321664432e-13,9.02804213122e-12,1.11716850412e-11,6.79872200421e-11,1.12252491941e-12,6.08472194796e-16,3.32442657431e-08,1.82131453371e-12,3.76036181021e-10,7.12090340905e-11,2.46293696017e-13,6.24453311348e-15,3.25588221128e-12,2.81795578754e-10,2.87681414716e-13,1.42345610826e-11,1.17883638554e-11,4.7062318285e-13,1.03771179476e-13,5.76555688029e-15,2.38920047926e-13,1.16491012964e-14,7.50626986954e-14,1.37905553338e-10,5.10604226279e-11,2.07777884138e-13,4.401023031e-14,1.95111169314e-13,3.54038556336e-12,6.55464189921e-12,1.07238917477e-13,2.15715142454e-14,8.21618542399e-13,1.95041455062e-14,7.72529418805e-13
1053,4.99824107843e-11,1.10480970588e-09,1.89062590658e-09,3.54326001288e-10,6.67331908954e-09,1.46221671542e-07,3.13770169825e-09,3.01786707399e-08,1.73043649764e-07,8.2727813434e-09,7.16497691307e-10,3.90702674079e-09,2.7592775809e-10,1.29174483363e-06,1.57383214922e-10,5.51186032052e-06,4.04363942091e-12,2.67836959743e-08,7.53910375447e-10,1.52426173004e-10,2.94499252991e-09,2.67708201818e-09,9.68627745764e-07,5.34092837951e-09,2.23366434413e-08,2.08135591394e-08,3.33421855378e-12,5.58533185116e-11,5.57286505408e-06,9.68298920891e-07,3.17656489981e-08,3.91856210527e-07,1.20385767286e-06,0.99991922557,6.26961546417e-08,2.2036974713e-07,8.08646910727e-12,2.59406502567e-11,2.14704583114e-08,6.20650392806e-10,4.16470727268e-08,1.35692439639e-09,1.12903288143e-10,9.29194783038e-13,5.34504262477e-10,4.52252001962e-06,5.30262995754e-05,4.2526807624e-11,1.24607591831e-09,6.74363165362e-10,1.12209405065e-10,4.17809184109e-07,8.86421579551e-07,3.47724528113e-07,2.22296597352e-07,1.13993572008e-08,4.22663002437e-10,2.11460812696e-10,9.46465851911e-13,1.32979913106e-10,1.86748599226e-09,5.05880837864e-10,1.52598091215e-07,3.35416006823e-12,2.25267783459e-09,7.29887177896e-07,6.59096135001e-09,2.17008183501e-09,1.82855707257e-09,1.89175398112e-11,6.51733707858e-07,7.1044931335e-10,2.6239219681e-08,1.33001153815e-11,1.58701589272e-08,1.21924283539e-09,1.51742585814e-12,6.42047529576e-10,9.3435604867e-09,1.8050623864e-06,8.40610288397e-07,1.11910965335e-11,1.91987649182e-11,4.22037133975e-08,6.86957108101e-11,9.43679875196e-13,8.67498481557e-10,5.09010511985e-11,2.12905287842e-07,1.91396046753e-12,4.29212017178e-11,6.54625286338e-09,5.22269239354e-09,7.01250089987e-08,3.51930799911e-12,5.03702010256e-13,5.8093276084e-13,5.45108348011e-11,2.25114967852e-09
